code,latitude,longitude,frequency
ONERO,45.700,18.400
ONERZ,44.500,25.600
ONEVQ,46.100,21.000
ONEVG,43.300,17.900
ONEGN,46.900,24.100
ONFGN,46.100,14.600
ONGVA,46.000,23.800
ONGEH,44.200,19.400
ONITN,42.600,22.700
ONIZN,46.800,22.100
ORQNX,43.200,19.600
ORQRZ,45.000,19.800
ORQBK,46.300,15.800
ORTNY,44.600,25.800
ORTYN,47.800,17.100
ORXYH,44.300,26.100
ORXIN,40.900,21.700
ORATB,42.700,23.000
OREGN,46.400,14.600
OREIN,48.600,17.500
ORFYV,43.400,24.000
ORFIN,46.000,21.100
ORIVF,41.900,18.200
OVOBE,47.300,25.100
OVQYV,48.600,21.900
OVTYB,42.300,18.700
OVAXH,46.900,20.500
OVEFH,41.600,16.800
OVEGN,47.000,23.500
OVGYN,40.900,21.400
OVIOH,44.900,24.300
OYNWN,46.200,24.000
OBOIB,43.400,23.100
OBTTL,44.700,20.600
OBTIV,44.700,26.600
OBXFV,46.600,19.800
OBFAN,44.400,17.800
OHPFN,46.500,26.400
OHQBY,48.600,19.000
OHQBC,46.700,21.500
OHXNA,46.500,22.900
OHXRY,45.100,25.700
OHXHE,47.100,25.500
OHYRA,43.800,25.800
OHARK,43.200,19.300
OHAVE,44.700,25.800
OHERX,41.800,21.200
OHFRG,45.500,14.200
OHFBX,44.500,26.600
PVSRE,48.300,17.400
PBCFN,46.100,24.200
PENLR,41.500,18.100
QNONE,44.900,15.300
QRQVA,42.600,24.100
QRQVF,48.600,20.700
QRTRG,46.500,21.300
QRYVA,43.100,25.200
QRZBC,48.200,20.100
QRZHA,46.000,24.600
QRANX,45.000,26.400
QRCRG,44.700,16.000
QRERT,44.400,21.200
QRFBY,42.200,18.600
QRFHK,44.900,25.800
QRIHY,45.100,16.400
QRKVZ,44.700,26.800
QRKHQ,44.500,25.600
QVQVK,45.900,21.000
QVTBG,44.400,15.700
QVXRE,44.500,25.800
QVXAV,40.900,23.200
QVYNF,44.600,25.800
QVYIB,42.300,23.900
QVZVG,44.500,19.800
QVZYB,46.700,16.400
QVZFV,44.600,19.200
QVAVX,46.700,23.200
QVCFN,46.600,14.900
QVCHK,45.900,21.900
QVERE,45.000,21.400
QVERF,41.100,19.200
QVFBE,41.200,22.800
QVGNA,40.900,19.300
QVGNK,45.500,22.300
QVINY,47.600,16.100
QVIRY,45.500,21.300
QVKHZ,43.500,17.200
QBONE,41.300,20.500
QBOBG,44.800,17.900
QBQNE,47.200,19.500
QBQVA,44.400,20.700
QBYNC,43.400,22.800
QBYRI,42.800,20.300
QBYBZ,44.700,14.900
QBYBA,40.900,17.600
QBAVI,44.700,21.200
QBABK,44.200,25.900
QBCHG,42.700,17.900
QBFBF,42.500,19.000
QBGNZ,42.400,23.400
QENTH,47.100,23.500
RORYN,41.200,18.900
RORAV,48.700,21.600
ROVGN,44.400,14.800
ROVGV,46.100,15.000
ROBEB,46.400,20.000
ROBIN,42.600,18.800
RQNYN,44.200,17.500
RQVXN,42.300,22.900
RQBQH,44.800,23.100
RXYVC,48.000,17.400
RXZHE,41.400,16.500
RXANO,45.700,22.500
RXFHA,44.900,26.300
RYONX,40.900,20.100
RYQRG,44.300,23.800
RYTRO,44.100,20.200
RYTHF,43.500,15.000
RYFVF,46.800,15.600
RYGVO,44.300,16.800
RYINO,44.200,25.100
RZXRF,43.800,17.900
RAVZN,45.100,24.900
RABKN,41.200,17.700
RAHCH,44.600,19.400
RCNEV,47.700,19.000
RCRQN,48.900,20.000
RENAN,41.200,22.200
REQBZ,43.500,23.300
RERQV,46.900,23.400
RETBZ,47.800,18.700
REYBF,47.100,19.300
REBZB,48.000,23.900
RECBT,42.500,15.200
REHXB,45.800,22.100
RFVEV,44.300,21.500
RFHKH,44.500,26.400
RGNEB,47.500,19.000
RGRYV,42.900,18.100
RGVQN,43.700,22.400
RGVCN,48.700,17.600
RGABT,47.700,22.000
RGBOV,44.600,16.900
RGBTB,44.800,26.700
RGBEN,46.600,23.900
RGEVY,42.800,23.900
RGHKN,44.800,26.300
RIVAV,45.000,15.000
RIVIV,41.400,23.500
RIAHE,46.200,21.000
RIEVX,46.400,22.200
RIGBA,44.700,17.000
RIHYN,48.700,21.700
RKVQN,48.700,21.100
SEHTB,45.100,19.600
TNAGH,42.600,18.900
TNCEV,43.700,15.800
TNCIB,42.700,24.100
TNETN,42.300,16.100
TROAV,42.800,18.100
TRYXN,48.100,20.200
TRZXN,45.500,14.200
TRZGB,48.100,22.600
TRAYH,43.400,19.400
TRFON,45.900,21.800
TRFTV,47.800,16.400
TVXHA,44.700,23.600
TVYRC,47.500,18.300
TVYHX,43.900,18.100
TVYHF,47.300,23.500
TVANZ,43.300,21.400
TVEVY,47.500,23.000
TVFNZ,41.900,17.800
TVFRE,45.100,15.200
TVFCB,48.100,16.100
TVGNF,47.100,18.200
TVGZH,45.900,21.300
TVGEN,44.900,20.500
TBQRX,43.100,23.000
TBQHO,40.800,17.800
TBXRY,40.600,19.000
TBYIN,46.700,15.700
TBZQV,44.900,25.900
TBABG,41.200,18.400
TBACV,48.500,21.200
TBENI,43.300,19.100
TBERE,44.800,26.100
TBECN,45.800,15.400
TBFGV,41.800,21.100
TBFHG,42.200,18.900
TBGNE,47.000,16.200
TBGBO,44.600,26.300
TBIVA,45.600,21.100
TBIBK,45.600,21.300
TEVON,40.500,19.600
THOBX,45.000,17.900
THQVI,44.500,25.600
THXGH,48.200,16.800
THAXN,47.800,23.300
THCYH,48.700,17.200
THCEB,45.500,21.900
THEFN,44.500,26.100
VOVFV,43.000,21.700
VQNOB,44.000,21.000
VQNFV,44.500,17.100
VQBZB,43.800,24.800
VZIBE,47.900,23.000
VAOVQ,46.800,26.200
VAOBY,43.500,23.800
VAQBE,44.700,26.100
VATBC,45.400,21.100
VAXHO,43.000,15.000
VAYBG,42.000,19.500
VAERF,44.000,20.800
VAFVC,45.800,24.600
VAIRQ,46.200,20.400
VCXVF,44.400,14.300
VCENF,44.700,26.500
VEQVI,45.100,17.100
VETBE,44.700,20.800
VEXBG,42.500,23.900
VEYVK,46.400,15.700
VEYBK,45.600,24.200
VGIHX,44.500,26.600
VIQRX,44.500,26.700
WVOBH,47.500,23.100
XNEVY,47.800,22.400
XNGGV,42.500,16.000
XRXRQ,48.500,21.300
XRZVK,43.300,15.900
XRARZ,43.600,16.900
XRAVA,48.400,21.900
XRCBA,47.800,23.000
XREBC,46.200,19.700
XYNTL,46.500,14.800
XBQBT,47.500,22.800
XBSRE,41.900,18.700
XBTNG,42.100,21.100
XBTRK,47.100,15.300
XBYNE,44.600,20.800
XBYHZ,48.400,21.100
XBZNA,44.000,26.200
XBZNE,45.000,16.800
XBAHI,42.400,18.400
XBCNG,49.100,18.700
XBCEL,46.200,17.000
XBERK,44.800,15.800
XBEVI,41.600,22.200
XBFVI,44.000,19.800
XBFBE,43.500,21.300
XBFBI,42.800,21.000
XBGBE,45.400,15.600
XBGHF,45.300,19.900
XBIRX,47.800,20.500
XBKRE,48.100,17.000
XENGB,42.200,22.200
XHXHA,44.100,19.600
XHYRA,45.200,15.100
XHYVA,48.500,19.500
XHZVT,46.400,23.900
XHARG,47.900,17.300
XHABY,48.800,20.500
XHCVA,44.700,20.100
XHFVO,45.100,16.500
XHFVF,47.900,22.400
XHGNX,43.300,18.500
XHIRK,47.900,17.400
YNOHQ,44.900,20.100
YNQBO,49.000,22.400
YNXVX,45.600,18.100
YNYRE,44.400,20.700
YNYRF,48.900,17.700
YNZVG,45.100,23.400
YNZBI,43.500,21.600
YNARA,45.100,20.000
YNATV,42.700,24.000
YNCXN,45.300,26.500
YNCAN,46.500,15.500
YNCBI,45.000,19.100
YNENA,44.600,26.300
YNENG,42.500,23.900
YNEZH,47.300,23.100
YNFQH,42.800,17.100
YNFBG,48.600,22.200
YNFGV,42.100,18.900
YNFHY,43.300,16.200
YNGRY,46.900,23.400
YNIEB,44.500,20.300
YROTN,41.900,19.200
YRQEV,48.100,17.200
YRYGV,44.300,23.400
YRZCV,48.800,21.300
YRGYV,45.600,15.300
YRGAV,42.100,22.600
YRGIN,42.900,24.200
YRIXH,49.000,20.800
YRIGN,44.600,26.400
YVOQB,47.000,24.400
YVTAN,42.500,18.800
YVXIV,44.100,18.000
YVYTH,44.500,26.400
YVCZH,49.100,19.600
YVGXH,48.200,19.600
YVIQH,47.900,16.100
YVITN,44.600,26.400
YBTNE,44.800,20.000
YBXQV,41.500,18.300
YBXEH,42.300,17.900
YBYXN,49.200,20.100
YBZBF,43.800,23.200
YBAYN,48.300,22.300
YBAGN,42.200,21.400
YBCXH,43.200,18.500
YBCYV,44.600,19.200
YBEQV,44.600,26.000
YBIVF,44.600,26.700
YBMAN,47.400,23.500
YHXNI,44.400,15.000
YHXBI,43.300,23.800
YHYVX,45.500,19.400
YHZNE,41.600,17.600
YHANI,46.900,23.200
YHCNE,44.100,16.300
YHCVQ,49.300,20.800
YHCVK,46.100,14.800
YHEVQ,45.100,17.400
YHEBQ,44.600,26.500
YHFVA,45.600,15.800
YHFBZ,45.400,21.400
YHGHC,44.400,26.500
YHIRY,46.800,21.300
YHKBG,45.900,21.600
ZNQVG,44.500,25.700
ZNQBF,42.600,18.200
ZNTNZ,46.000,15.700
ZNTTV,41.200,19.400
ZNXRQ,41.100,22.500
ZNYOR,48.800,22.400
ZNYHK,44.900,19.700
ZNZBY,42.100,19.000
ZNZBF,47.800,19.100
ZNERT,48.200,17.000
ZNEVY,44.600,17.300
ZNEXN,48.900,20.700
ZNFRO,44.500,25.800
ZNINE,41.700,20.500
ZNIVE,46.400,19.800
ZNIVG,45.200,21.300
ZNIBE,48.800,17.500
ZNKHE,45.700,14.900
ZRQHQ,46.100,20.900
ZRQHK,42.700,20.000
ZRTVX,47.200,21.900
ZVYTB,47.300,15.100
ZVAGH,44.300,14.700
ZVEYH,47.900,17.100
ZVEFB,46.500,15.800
ZVGAB,43.800,19.200
ZVIFN,45.900,21.500
ZBOEN,45.900,24.800
ZBQEN,43.000,19.600
ZBQEB,46.100,14.400
ZBTZN,47.900,16.900
ZBXHA,42.500,18.500
ZBYAN,46.600,24.100
ZBZRC,48.700,18.600
ZBAVQ,45.000,16.300
ZBCHT,46.200,20.700
ZBERX,42.300,23.300
ZBFNI,45.600,16.900
ZBIBF,47.900,16.400
ZBKNQ,43.100,17.800
ZHERT,46.700,15.800
ANYNT,48.000,19.800
ANYVT,47.500,22.900
ANYBK,46.900,16.800
ANARE,43.900,20.500
ANCRG,42.300,23.000
ANCRI,42.200,18.700
ANCBP,46.700,24.000
ANEXN,47.200,21.900
ANFXB,41.800,22.100
ANFFL,45.400,18.100
ANGNQ,44.600,20.700
ANGRK,47.700,17.500
ANIBQ,43.800,24.600
ANIFH,44.500,16.900
ARQXB,47.700,23.100
ARTBG,41.300,22.400
ARTBK,42.400,18.800
ARXHY,45.500,22.600
ARZRX,45.600,15.300
ARCNX,48.600,20.500
ARCBF,44.000,21.400
ARCBG,46.000,23.100
ARCFV,43.300,18.800
AREQV,45.300,23.700
AREEN,42.900,17.500
ARFXH,44.500,20.500
ARFHK,44.000,19.600
ARGXB,43.000,17.700
ARINX,44.200,20.600
AVQYB,46.800,16.000
AVQBX,48.900,18.800
AVTNO,44.500,26.500
AVTRI,44.000,24.800
AVTFV,47.400,16.000
AVXNO,46.600,17.500
AVXGV,41.500,24.100
AVYXH,43.300,18.700
AVCHE,47.700,20.000
AVFIN,43.000,22.800
AVGXB,48.800,20.900
AVIRF,45.200,15.900
AVIVF,45.300,19.800
ABXEV,48.900,21.200
ABCGV,46.300,22.000
ABENU,47.600,19.800
ABECV,44.200,18.000
ABIXN,44.600,26.000
ABIYB,45.200,17.000
AHYTB,44.000,23.700
AHCFB,44.100,15.900
AHEFB,40.700,20.500
BONTV,43.600,22.100
BONYN,44.900,15.000
BONEN,47.000,22.700
BORYN,44.500,25.800
BORAB,48.600,22.600
BOVFN,44.700,18.400
BOYNX,43.500,22.400
BOBEV,44.500,21.000
BOBEH,47.100,23.100
BOHQB,44.600,26.200
BOHTN,44.100,26.100
BOHGV,46.400,16.300
BQNAV,45.100,20.000
BQVXB,41.000,23.200
BQYRG,44.000,19.400
BQENF,41.600,20.200
BTBGN,43.200,23.300
BTHCV,44.600,26.100
BTIHA,47.400,17.900
BXNTB,44.800,26.600
BXNAN,42.800,22.500
BXVTB,47.700,23.200
BXVZB,40.900,18.000
BXYNK,43.900,16.000
BXYBC,44.200,21.300
BXBEN,46.800,18.400
BXFVT,44.800,17.000
BXGVZ,41.200,23.900
BYNGV,47.000,17.500
BYRTH,42.500,18.100
BYVIH,42.100,18.900
BYZVC,46.000,22.400
BYARG,44.400,23.700
BYABE,44.400,26.300
BYBGN,42.200,21.600
BZRAB,42.300,23.500
BZVFH,45.800,21.600
BENXN,42.500,17.200
BEFHG,44.200,26.100
BEGVC,44.000,25.300
BEING,43.500,17.200
BEIRG,44.400,25.700
BFQNK,41.400,16.600
BFTBY,43.400,16.100
BFYRA,46.700,20.400
BFYHQ,43.500,18.800
BFZNY,41.200,17.100
BFZBG,46.700,15.600
BFAVC,44.600,19.300
BFCRA,47.500,15.500
BFGBI,43.800,23.800
BFIVK,44.300,21.200
BGXBX,42.000,24.000
BIQBG,44.500,23.000
BIIRE,40.500,20.000
CNQTH,44.800,22.600
CNYRM,44.600,15.500
CNABY,44.500,20.400
CNCVM,40.900,19.000
CNENX,46.200,20.100
CNGNX,48.100,19.100
CRYRI,42.600,19.400
CRYBI,45.000,20.900
CRYHE,45.300,25.500
CRZBX,44.400,24.300
CRARI,43.000,23.800
CRENQ,42.900,22.000
CRENA,43.000,18.700
CRENI,41.500,16.900
CREVG,47.800,21.600
CREBG,45.400,19.000
CRFNX,43.700,19.500
CRFNG,47.700,17.100
CRGNX,41.800,19.300
CRGNI,44.600,26.400
CRGBF,44.500,25.500
CRGBI,46.300,16.000
CRIVY,47.500,22.800
CRIBA,43.600,17.000
CRKNY,44.700,26.100
CVQBA,46.100,18.100
CVQBE,42.600,23.700
CVXRY,41.200,17.200
CVAQB,40.500,21.000
CVAHX,41.900,18.600
CVFVC,41.500,16.600
CVGBX,48.300,20.400
CVIRK,44.500,20.000
CVKNY,45.200,16.600
CBQRG,46.200,15.600
CBQBO,43.500,19.100
CBYHA,44.200,25.200
CHORT,47.500,15.700
CHFGN,47.200,18.700
ENQYL,46.600,15.200
ENZNC,43.400,20.900
ENCNI,44.300,26.200
ENEVG,44.600,26.400
ENEBF,46.500,24.800
ENFNE,44.600,25.700
ENFRX,49.100,18.700
ENFVA,46.100,16.700
ENFGH,44.900,15.700
ENFHO,44.000,25.400
ENGTB,46.500,16.000
ENINX,43.700,21.600
ENKNQ,42.300,22.200
EROYN,46.800,23.700
ERQFV,49.200,19.600
ERQIN,43.000,20.600
ERXNE,42.300,19.000
ERXYH,48.600,16.900
ERYXV,45.100,20.100
ERZCV,43.700,16.800
ERZFB,43.500,19.000
ERCXB,49.200,20.700
ERCGB,47.600,24.000
ERFYN,43.300,23.300
ERGEN,42.200,19.300
EVONE,43.500,21.600
EVQCN,44.600,26.500
EVTZH,45.400,19.400
EVTFN,48.200,20.800
EVYNF,47.300,22.600
EVYVZ,42.700,16.800
EVYAB,43.300,16.400
EVZVG,48.700,18.900
EVANI,42.000,19.800
EVCNA,44.600,20.500
EVEHK,44.500,26.100
EVFGH,44.800,20.000
EVINZ,42.500,15.800
EVIHF,43.900,18.100
EBOGH,48.900,21.800
EBQBA,41.500,19.100
EBTBI,43.500,15.700
EBXFN,45.500,15.000
EBYON,45.800,15.700
EBZNT,47.400,22.400
EBZXN,48.200,21.800
EBZBY,47.700,25.000
EBZHK,45.900,20.600
EBAOH,44.100,26.500
EBAEV,43.300,22.100
EBCNT,47.200,15.800
EBCNA,47.100,23.600
EBGOV,44.500,25.900
EBINZ,43.200,23.800
EHOBO,48.400,19.000
EHQNE,43.600,18.500
EHQVX,45.000,16.300
EHTNF,41.300,22.800
EHXNG,44.600,26.200
EHYRF,47.200,22.100
EHYBG,43.600,25.600
EHYHG,48.600,23.600
EHZRA,42.300,24.300
EHZHX,48.000,23.300
EHCNK,42.300,15.500
EHCHT,46.900,22.300
EHGBY,48.000,18.500
FNONQ,45.500,14.900
FNENK,42.100,20.900
FNFNY,47.300,16.500
FNGBY,43.800,15.900
FRERQ,48.300,17.700
FVTUV,46.300,24.600
FVYNT,43.500,21.500
FVCNY,43.100,17.100
FVEQH,47.300,17.300
FVEZV,44.100,16.300
FVEFV,48.500,22.800
FVFTH,44.400,25.500
FVIYN,45.100,18.400
FBOFN,46.000,25.100
FBQTB,44.900,22.800
FBTZB,46.600,17.700
FBXEH,45.000,25.300
FBYTH,44.100,17.700
FBZRG,47.700,23.200
FBZVQ,48.500,17.700
FBZVT,43.200,16.100
FBZBI,43.700,24.900
FBZHA,44.600,19.100
FBAVX,44.400,16.100
FBABO,44.500,25.800
FBCEB,47.600,16.800
FBENT,42.200,19.000
FBEQH,44.000,25.400
FBEHE,44.600,25.900
FBFRX,43.800,21.000
FBFVY,45.400,21.300
FBIVA,45.000,20.500
FBIBY,47.600,23.000
FGRVA,47.400,16.600
FGRCN,44.500,20.300
FHORF,47.400,17.400
FHXBG,44.800,25.300
FHAVF,47.100,16.300
FHABE,46.500,17.300
FHFRQ,44.700,19.800
FHFHE,44.600,26.700
GNOVA,48.000,18.100
GNOHE,44.600,26.300
GNQNZ,45.200,19.500
GNQHO,48.900,21.300
GNTBQ,48.500,19.600
GNXBA,48.500,23.200
GNXBF,48.600,20.300
GNYNF,41.100,21.900
GROYV,45.200,16.700
GRTYB,42.400,19.100
GRTEV,46.300,21.100
GRXAB,47.600,17.400
GRXIV,48.200,18.500
GRCXB,41.700,18.400
GRCAV,48.700,19.900
GRFGH,44.800,26.100
GRGBI,42.000,21.000
GRIEB,44.300,25.500
GVOYN,43.100,16.000
GVOEV,42.400,18.600
GVQTN,46.400,23.100
GVXFN,43.000,17.300
GVXIN,41.300,21.900
GVXIH,45.000,20.100
GVYIB,42.300,18.600
GVZVQ,44.100,18.200
GVZCH,41.800,16.400
GVZHE,43.700,24.200
GVCBI,46.800,24.000
GVETH,46.400,24.100
GVFNQ,47.500,22.600
GVFNX,45.400,20.200
GVFXB,46.700,16.000
GVGRX,44.500,23.600
GVIRF,48.900,20.700
GVIAH,45.000,17.100
GVIBA,48.700,19.500
GVIGV,42.200,18.900
GVKVC,45.800,22.600
GBONT,44.400,26.700
GBQAV,43.800,18.300
GBQEB,42.900,23.400
GBZRG,46.500,25.600
GBAQB,46.000,19.400
GBACN,48.900,22.100
GBEAB,47.500,18.500
GBEGB,43.700,19.700
GBFIV,44.800,25.200
GBIXN,48.300,16.900
GEBGN,41.100,18.100
GHXQV,47.000,15.700
GHZBC,44.300,26.300
GHAIB,43.100,25.400
GHCXB,44.700,20.500
GHCHF,45.200,15.900
GHEQN,46.600,23.900
GHGNZ,41.900,22.000
GHGVK,44.200,25.500
GHGCV,48.700,17.400
GHINE,45.100,19.100
GHIAH,46.800,21.700
GHKBI,42.300,22.100
HONEH,48.600,19.400
HONFN,47.700,23.700
HONKV,45.500,22.200
HOBTH,44.800,24.700
HOHKV,47.900,16.700
HQERY,49.000,20.800
HQEVO,44.600,25.900
HQFVT,47.000,26.100
HQINE,43.100,21.000
HYCVA,44.700,14.700
HYCVF,48.400,18.700
HYCHX,48.800,19.600
HZOVY,47.400,15.600
HZCVG,42.800,24.200
HZERF,41.400,19.400
HZFBA,43.500,15.800
HANFN,41.400,19.300
HANIN,48.400,17.500
HAQRE,41.100,19.900
HAVCN,44.000,16.500
HAHFH,44.500,26.200
HCNYV,48.700,18.500
HCNZN,43.600,25.400
HCREB,42.300,21.800
HCVIN,48.600,18.800
HERXV,45.800,23.700
HERYN,45.500,26.600
HERAN,41.300,18.100
HEHZH,47.900,17.500
HFNYV,42.300,23.600
HFVEB,44.200,25.800
HGRXN,43.900,22.400
HGVQV,44.300,26.200
HGBXV,44.700,25.900
HINYH,44.700,25.400
HIREN,47.200,20.400
HIBQV,43.100,16.500
HIBXN,41.400,16.900
INORX,43.000,20.600
INQOV,45.900,21.100
INQVY,44.700,19.400
INTRA,42.700,22.100
INXFH,42.000,18.500
INXHC,44.900,26.300
INYVA,41.200,19.800
INYYH,46.300,15.300
INZRF,47.300,23.600
INZRG,46.800,15.300
INZBT,47.800,17.700
INZBA,44.400,24.700
INANK,46.000,15.700
INARG,42.300,23.400
INCHC,43.100,15.200
INCHF,48.900,18.300
INENZ,44.400,20.200
INEBK,40.900,21.100
INFRE,44.500,20.600
INFVF,46.000,22.400
IRONY,46.000,17.300
IRONE,44.100,19.200
IROBF,47.300,18.600
IRQNC,44.800,25.700
IRQRE,47.800,18.000
IRQHE,42.300,18.600
IRYON,42.000,22.900
IRYVC,44.800,21.500
IRYVG,43.400,17.300
IRYHT,42.900,15.400
IREVT,47.200,21.700
IRIVA,44.700,26.700
IRKRC,46.600,23.500
IVOBC,45.000,18.700
IVOHQ,46.800,21.700
IVXOV,44.300,24.700
IBYOV,41.600,19.700
IENAN,43.800,17.500
ILQEN,48.000,17.500
KNZVG,43.300,14.800
KNARK,43.100,25.000
KNAHG,47.100,15.900
KNCNG,40.600,18.300
KNKNA,42.100,21.300
KRYRA,48.400,17.800
KRYZV,43.600,18.200
KRANX,48.100,17.300
KRAVG,44.300,20.800
KBYGN,42.700,15.700
KBZON,47.800,18.100
MHOBX,46.100,21.700
